Student_Id,Sub_Type,Enrollment_Date,Cancellation_Date,Inactive,Last_login,Avg_Time_Spent,Satisfaction_Score,Signup_Date,Last_Login_Updated,Enrollment_Date_Updated,Cancellation_Date_Updated
STU261,Basic,4/20/2024,null,FALSE,8/20/2024,57,8,4/13/2024,8/20/2024,4/20/2024,
STU262,Free,null,null,FALSE,7/13/2024,11,1,6/23/2022,7/13/2024,,
STU263,Premium,3/26/2023,null,FALSE,8/30/2024,66,9,3/18/2023,8/30/2024,3/26/2023,
STU264,Basic,4/30/2024,null,FALSE,8/30/2024,77,8,4/23/2024,8/30/2024,4/30/2024,
STU265,Free,null,null,FALSE,10/23/2024,58,8,8/7/2022,10/23/2024,,
STU266,Basic,5/14/2024,null,FALSE,9/13/2024,45,6,7/5/2024,9/13/2024,5/14/2024,
STU267,Free,null,null,FALSE,1/9/2024,66,8,6/26/2022,1/9/2024,,
STU268,Premium,7/13/2022,null,FALSE,10/19/2024,52,8,5/7/2022,10/19/2024,7/13/2022,
STU269,Free,null,null,FALSE,1/11/2024,60,6,4/17/2022,1/11/2024,,
STU270,Basic,8/6/2024,null,FALSE,8/10/2024,61,7,1/6/2024,8/10/2024,8/6/2024,
STU271,Free,null,null,FALSE,9/21/2024,66,7,9/12/2022,9/21/2024,,
STU272,Free,null,null,FALSE,10/23/2024,77,6,6/8/2022,10/23/2024,,
STU273,Basic,12/23/2023,null,FALSE,4/23/2024,54,8,12/16/2023,4/23/2024,12/23/2023,
STU274,Free,null,null,FALSE,8/11/2024,50,6,6/28/2022,8/11/2024,,
STU275,Basic,9/22/2023,null,FALSE,1/22/2024,67,7,9/15/2023,1/22/2024,9/22/2023,
STU276,Free,null,null,FALSE,4/7/2024,59,8,9/8/2022,4/7/2024,,
STU277,Free,null,null,FALSE,11/19/2024,51,6,11/17/2022,11/19/2024,,
STU278,Free,null,null,FALSE,6/8/2024,43,7,10/22/2022,6/8/2024,,
STU279,Free,null,null,FALSE,9/28/2024,25,6,1/8/2022,9/28/2024,,
STU280,Basic,12/23/2023,null,FALSE,4/23/2024,66,7,12/16/2023,4/23/2024,12/23/2023,
STU281,Free,null,null,FALSE,7/31/2024,75,6,3/15/2022,7/31/2024,,
STU282,Basic,11/10/2023,null,FALSE,10/2/2024,70,6,4/10/2023,10/2/2024,11/10/2023,
STU283,Free,null,null,FALSE,9/20/2024,45,7,1/15/2022,9/20/2024,,
STU284,Basic,8/14/2024,null,FALSE,12/14/2024,65,4,7/8/2024,12/14/2024,8/14/2024,
STU285,Basic,6/20/2024,null,FALSE,10/20/2024,70,4,6/13/2024,10/20/2024,6/20/2024,
STU286,Free,null,null,FALSE,10/7/2024,57,6,12/18/2022,10/7/2024,,
STU287,Free,null,null,FALSE,6/17/2024,73,6,1/30/2022,6/17/2024,,
STU288,Free,null,null,FALSE,10/20/2024,21,4,11/17/2022,10/20/2024,,
STU289,Premium,8/9/2023,null,FALSE,3/8/2024,54,4,8/8/2022,3/8/2024,8/9/2023,
STU290,Basic,9/27/2023,null,FALSE,1/27/2024,63,7,9/20/2023,1/27/2024,9/27/2023,
STU291,Free,null,null,FALSE,6/20/2024,51,8,10/10/2022,6/20/2024,,
STU292,Premium,8/9/2023,null,FALSE,11/25/2024,65,4,3/2/2023,11/25/2024,8/9/2023,
STU293,Basic,11/16/2023,null,FALSE,3/17/2024,69,9,9/11/2023,3/17/2024,11/16/2023,
STU294,Premium,1/21/2022,null,FALSE,2/7/2024,49,6,1/13/2022,2/7/2024,1/21/2022,
STU295,Free,null,null,FALSE,9/19/2024,52,5,6/23/2022,9/19/2024,,
STU296,Free,null,null,FALSE,8/10/2024,78,9,11/1/2022,8/10/2024,,
STU297,Basic,3/25/2024,null,FALSE,7/25/2024,64,8,3/18/2024,7/25/2024,3/25/2024,
STU298,Free,null,null,FALSE,6/24/2024,77,8,10/30/2022,6/24/2024,,
STU299,Basic,4/16/2024,null,FALSE,8/16/2024,52,9,9/4/2024,8/16/2024,4/16/2024,
STU300,Premium,12/6/2023,null,FALSE,8/27/2024,67,9,3/29/2022,8/27/2024,12/6/2023,
STU301,Basic,9/6/2024,null,FALSE,9/10/2024,53,7,2/6/2024,9/10/2024,9/6/2024,
STU302,Free,null,null,FALSE,6/21/2024,70,6,2/26/2022,6/21/2024,,
STU303,Basic,7/10/2023,null,FALSE,6/2/2024,53,6,9/30/2023,6/2/2024,7/10/2023,
STU304,Premium,9/11/2023,null,FALSE,8/13/2024,51,9,1/11/2023,8/13/2024,9/11/2023,
STU305,Free,null,null,FALSE,11/14/2024,71,9,12/19/2022,11/14/2024,,
STU306,Basic,6/7/2024,null,FALSE,5/11/2024,56,7,6/29/2024,5/11/2024,6/7/2024,
STU307,Basic,8/14/2024,null,FALSE,12/14/2024,62,3,7/8/2024,12/14/2024,8/14/2024,
STU308,Free,null,null,FALSE,9/19/2024,49,8,3/14/2022,9/19/2024,,
STU309,Free,null,null,FALSE,10/19/2024,21,4,6/5/2022,10/19/2024,,
STU310,Basic,4/13/2024,null,FALSE,8/13/2024,78,8,6/4/2024,8/13/2024,4/13/2024,
STU311,Basic,12/14/2023,null,FALSE,4/14/2024,75,8,7/12/2023,4/14/2024,12/14/2023,
STU312,Premium,1/19/2023,null,FALSE,6/8/2024,63,3,11/1/2023,6/8/2024,1/19/2023,
STU313,Free,null,null,FALSE,8/8/2024,76,8,8/14/2022,8/8/2024,,
STU314,Free,null,null,FALSE,11/20/2024,73,8,8/4/2022,11/20/2024,,
STU315,Premium,9/18/2023,null,FALSE,4/10/2024,56,8,10/9/2023,4/10/2024,9/18/2023,
STU316,Basic,7/10/2023,null,FALSE,6/2/2024,45,9,9/30/2023,6/2/2024,7/10/2023,
STU317,Free,null,null,FALSE,2/10/2024,58,9,11/22/2022,2/10/2024,,
STU318,Premium,3/20/2022,null,FALSE,8/22/2024,55,8,12/3/2022,8/22/2024,3/20/2022,
STU319,Free,null,null,FALSE,5/10/2024,71,9,6/24/2022,5/10/2024,,
STU320,Premium,11/7/2023,null,FALSE,12/14/2024,22,3,3/7/2023,12/14/2024,11/7/2023,
STU321,Free,null,null,FALSE,10/28/2024,62,8,8/23/2022,10/28/2024,,
STU322,Free,null,null,FALSE,8/10/2024,74,7,6/23/2022,8/10/2024,,
STU323,Free,null,null,FALSE,1/9/2024,21,4,8/7/2022,1/9/2024,,
STU324,Free,null,null,FALSE,8/16/2024,75,9,6/26/2022,8/16/2024,,
STU325,Basic,2/18/2024,null,FALSE,6/19/2024,49,7,11/2/2024,6/19/2024,2/18/2024,
STU326,Basic,12/10/2022,null,FALSE,11/2/2023,76,8,5/10/2022,11/2/2023,12/10/2022,
STU327,Premium,6/17/2022,null,FALSE,11/24/2024,43,4,8/3/2023,11/24/2024,6/17/2022,
STU328,Free,null,null,FALSE,6/6/2024,73,8,4/17/2022,6/6/2024,,
STU329,Free,null,null,FALSE,10/25/2024,44,7,9/12/2022,10/25/2024,,
STU330,Basic,12/11/2022,null,FALSE,3/14/2023,66,3,5/11/2022,3/14/2023,12/11/2022,
STU331,Premium,6/20/2022,null,FALSE,11/12/2024,44,9,12/6/2022,11/12/2024,6/20/2022,
STU332,Free,null,null,FALSE,5/8/2024,74,6,4/29/2024,5/8/2024,,
STU333,Premium,6/3/2022,null,FALSE,10/12/2024,76,7,11/18/2022,10/12/2024,6/3/2022,
STU334,Basic,8/17/2023,null,FALSE,12/17/2023,68,8,10/8/2023,12/17/2023,8/17/2023,
STU335,Basic,2/28/2023,null,FALSE,6/30/2023,74,9,2/21/2023,6/30/2023,2/28/2023,
STU336,Free,null,null,FALSE,7/18/2024,77,9,11/4/2024,7/18/2024,,
STU337,Free,null,null,FALSE,11/28/2024,67,7,8/22/2024,11/28/2024,,
STU338,Premium,11/28/2023,null,FALSE,11/22/2024,45,7,9/5/2023,11/22/2024,11/28/2023,
STU339,Free,null,null,FALSE,5/3/2025,49,6,11/27/2024,5/3/2025,,
STU340,Free,null,null,FALSE,4/9/2024,52,6,5/29/2024,4/9/2024,,
STU341,Premium,10/26/2024,null,FALSE,9/12/2024,8,1,1/25/2022,9/12/2024,10/26/2024,
STU342,Free,null,null,FALSE,10/9/2024,64,6,4/6/2024,10/9/2024,,
STU343,Free,null,null,FALSE,2/10/2024,49,9,6/26/2024,2/10/2024,,
STU344,Free,null,null,FALSE,11/23/2024,50,6,8/17/2024,11/23/2024,,
STU345,Premium,9/29/2023,null,FALSE,12/18/2024,72,6,9/21/2023,12/18/2024,9/29/2023,
STU346,Free,null,null,FALSE,10/16/2024,66,8,10/7/2024,10/16/2024,,
STU347,Basic,2/6/2023,null,FALSE,2/10/2023,45,6,5/26/2023,2/10/2023,2/6/2023,
STU348,Basic,5/13/2023,null,FALSE,12/9/2023,72,6,6/5/2023,12/9/2023,5/13/2023,
STU349,Free,null,null,FALSE,7/22/2024,66,9,4/15/2024,7/22/2024,,
STU350,Free,null,null,FALSE,12/22/2024,56,7,9/15/2024,12/22/2024,,
STU351,Free,null,null,FALSE,3/26/2025,21,6,12/18/2024,3/26/2025,,
STU352,Premium,9/6/2022,null,FALSE,11/18/2024,66,8,2/6/2023,11/18/2024,9/6/2022,
STU353,Premium,6/17/2022,null,FALSE,1/12/2024,43,9,2/3/2023,1/12/2024,6/17/2022,
STU354,Free,null,null,FALSE,12/24/2024,21,7,9/17/2024,12/24/2024,,
STU355,Free,null,null,FALSE,7/19/2024,21,9,12/4/2024,7/19/2024,,
STU356,Free,null,null,FALSE,7/23/2024,31,8,4/16/2024,7/23/2024,,
STU357,Free,null,null,FALSE,7/27/2024,21,8,4/20/2024,7/27/2024,,
STU358,Premium,12/9/2022,null,FALSE,4/12/2024,3,1,1/9/2022,4/12/2024,12/9/2022,
STU359,Basic,1/4/2023,null,FALSE,1/8/2023,46,6,3/25/2023,1/8/2023,1/4/2023,
STU360,Basic,1/16/2023,null,FALSE,5/18/2023,69,2,9/1/2023,5/18/2023,1/16/2023,
STU361,Basic,4/22/2023,null,FALSE,8/22/2023,52,8,3/31/2023,8/22/2023,4/22/2023,
STU362,Basic,12/26/2022,null,FALSE,4/27/2023,43,6,4/12/2022,4/27/2023,12/26/2022,
STU363,Basic,3/29/2023,null,FALSE,7/29/2023,74,2,7/3/2023,7/29/2023,3/29/2023,
STU364,Free,null,null,FALSE,3/14/2025,21,5,6/12/2024,3/14/2025,,
STU365,Free,null,null,FALSE,8/14/2024,46,9,8/5/2024,8/14/2024,,
STU366,Free,null,null,FALSE,12/8/2024,53,7,6/5/2024,12/8/2024,,
STU367,Premium,2/10/2022,null,FALSE,12/17/2024,69,9,10/13/2023,12/17/2024,2/10/2022,
STU368,Premium,9/18/2023,null,FALSE,12/15/2024,43,9,3/26/2022,12/15/2024,9/18/2023,
STU369,Basic,1/31/2023,null,FALSE,2/6/2023,55,6,9/1/2023,2/6/2023,1/31/2023,
STU370,Free,null,null,FALSE,2/26/2025,42,6,11/20/2024,2/26/2025,,
STU371,Free,null,null,FALSE,8/28/2024,53,6,5/22/2024,8/28/2024,,
STU372,Free,null,null,FALSE,12/13/2024,22,9,6/9/2024,12/13/2024,,
STU373,Free,null,null,FALSE,6/29/2024,78,8,3/23/2024,6/29/2024,,
STU374,Free,null,null,FALSE,3/20/2025,54,6,12/12/2024,3/20/2025,,
STU375,Premium,4/27/2022,null,FALSE,11/25/2024,68,6,11/1/2023,11/25/2024,4/27/2022,
STU376,Free,null,null,FALSE,5/14/2024,60,8,6/2/2024,5/14/2024,,
STU377,Free,null,null,FALSE,5/9/2024,76,6,5/30/2024,5/9/2024,,
STU378,Free,null,null,FALSE,8/31/2024,75,8,5/25/2024,8/31/2024,,
STU379,Free,null,null,FALSE,7/1/2025,11,2,1/10/2024,7/1/2025,,
STU380,Free,null,null,FALSE,10/17/2024,33,4,11/7/2024,10/17/2024,,
STU381,Free,null,null,FALSE,4/15/2024,61,6,8/1/2024,4/15/2024,,
STU382,Premium,2/21/2023,null,FALSE,11/25/2024,58,7,2/13/2023,11/25/2024,2/21/2023,
STU383,Free,null,null,FALSE,3/14/2025,32,8,6/12/2024,3/14/2025,,
STU384,Free,null,null,FALSE,11/3/2025,48,6,3/12/2024,11/3/2025,,
STU385,Free,null,null,FALSE,9/10/2024,65,8,3/7/2024,9/10/2024,,
STU386,Free,null,null,FALSE,7/15/2024,76,7,8/4/2024,7/15/2024,,
STU387,Premium,2/12/2023,null,FALSE,12/11/2024,45,9,6/24/2022,12/11/2024,2/12/2023,
STU388,Premium,12/3/2023,null,FALSE,11/24/2024,47,9,4/3/2023,11/24/2024,12/3/2023,
STU389,Basic,3/3/2023,null,FALSE,3/7/2023,69,7,9/2/2023,3/7/2023,3/3/2023,
STU390,Basic,1/23/2023,null,FALSE,5/25/2023,72,7,1/1/2023,5/25/2023,1/23/2023,
STU391,Free,null,null,FALSE,7/11/2024,60,7,1/8/2024,7/11/2024,,
STU392,Free,null,null,FALSE,7/29/2024,68,7,4/22/2024,7/29/2024,,
STU393,Premium,3/2/2024,null,FALSE,12/12/2024,60,6,7/9/2023,12/12/2024,3/2/2024,
STU394,Free,null,null,FALSE,4/30/2024,44,9,1/23/2024,4/30/2024,,
STU395,Premium,3/7/2024,null,FALSE,11/26/2024,59,7,11/7/2023,11/26/2024,3/7/2024,
STU396,Premium,4/8/2023,null,FALSE,11/28/2024,53,8,7/18/2022,11/28/2024,4/8/2023,
STU397,Free,null,null,FALSE,4/18/2024,21,9,11/1/2024,4/18/2024,,
STU398,Premium,11/1/2023,null,FALSE,11/24/2024,61,7,1/26/2023,11/24/2024,11/1/2023,
STU399,Basic,1/28/2023,null,FALSE,5/30/2023,57,6,6/1/2023,5/30/2023,1/28/2023,
STU400,Free,null,null,FALSE,7/7/2021,44,8,3/31/2021,7/7/2021,,
STU401,Free,null,null,FALSE,10/26/2021,57,7,7/20/2021,10/26/2021,,
STU402,Free,null,null,FALSE,10/17/2022,60,8,11/7/2022,10/17/2022,,
STU403,Free,null,null,FALSE,12/25/2022,14,8,9/18/2022,12/25/2022,,
STU404,Premium,6/13/2024,null,FALSE,4/12/2024,14,4,7/10/2023,4/12/2024,6/13/2024,
STU405,Free,null,null,FALSE,7/18/2022,16,7,11/4/2022,7/18/2022,,
STU406,Free,null,null,FALSE,12/13/2023,38,6,6/9/2023,12/13/2023,,
STU407,Free,null,null,FALSE,1/26/2023,41,9,10/20/2022,1/26/2023,,
STU408,Free,null,null,FALSE,6/26/2023,37,9,3/20/2023,6/26/2023,,
STU409,Free,null,null,FALSE,10/5/2022,42,9,1/2/2022,10/5/2022,,
STU410,Free,null,null,FALSE,3/2/2024,34,7,10/28/2023,3/2/2024,,
STU411,Free,null,null,FALSE,10/11/2022,34,7,4/8/2022,10/11/2022,,
STU412,Free,null,null,FALSE,10/25/2022,28,8,7/19/2022,10/25/2022,,
STU413,Free,null,null,FALSE,3/21/2024,28,6,12/14/2023,3/21/2024,,
STU414,Free,null,null,FALSE,3/29/2023,41,7,12/21/2022,3/29/2023,,
STU415,Free,null,null,FALSE,8/29/2023,36,6,5/23/2023,8/29/2023,,
STU416,Free,null,null,FALSE,8/26/2023,30,6,5/20/2023,8/26/2023,,
STU417,Premium,2/5/2023,null,FALSE,11/20/2024,28,7,8/28/2023,11/20/2024,2/5/2023,
STU418,Free,null,null,FALSE,3/5/2022,43,6,1/25/2022,3/5/2022,,
STU419,Free,null,null,FALSE,12/28/2023,36,9,9/21/2023,12/28/2023,,
STU420,Free,null,null,FALSE,8/9/2023,34,9,2/6/2023,8/9/2023,,
STU421,Free,null,null,FALSE,8/6/2023,41,8,2/3/2023,8/6/2023,,
STU422,Free,null,null,FALSE,8/12/2022,29,6,1/9/2022,8/12/2022,,
STU423,Premium,11/17/2024,null,FALSE,12/18/2024,41,6,10/6/2022,12/18/2024,11/17/2024,
STU424,Free,null,null,FALSE,1/19/2024,43,9,10/13/2023,1/19/2024,,
STU425,Free,null,null,FALSE,2/7/2022,29,6,3/26/2022,2/7/2022,,
STU426,Premium,9/25/2024,null,FALSE,11/19/2024,30,7,1/8/2022,11/19/2024,9/25/2024,
STU427,Free,null,null,FALSE,4/19/2023,36,8,11/1/2023,4/19/2023,,
STU428,Premium,3/3/2023,null,FALSE,9/12/2024,35,8,7/4/2022,9/12/2024,3/3/2023,
STU429,Free,null,null,FALSE,5/22/2023,28,6,2/13/2023,5/22/2023,,
STU430,Free,null,null,FALSE,9/11/2024,31,9,6/24/2022,9/11/2024,,
STU431,Premium,2/12/2023,null,FALSE,2/12/2024,41,4,7/11/2022,2/12/2024,2/12/2023,
STU432,Basic,9/27/2022,null,FALSE,1/27/2023,36,6,5/9/2022,1/27/2023,9/27/2022,
STU433,Premium,3/31/2023,null,FALSE,12/18/2024,35,6,5/20/2023,12/18/2024,3/31/2023,
STU434,Free,null,null,FALSE,6/20/2024,35,8,4/3/2023,6/20/2024,,
STU435,Premium,4/2/2024,null,FALSE,12/15/2024,28,6,4/15/2023,12/15/2024,4/2/2024,
STU436,Premium,7/14/2023,null,FALSE,12/17/2024,33,6,5/22/2022,12/17/2024,7/14/2023,
STU437,Basic,12/29/2022,null,FALSE,4/30/2023,36,9,7/12/2022,4/30/2023,12/29/2022,
STU438,Premium,1/4/2023,null,FALSE,12/12/2024,10,2,9/1/2023,12/12/2024,1/4/2023,
STU439,Free,null,null,FALSE,7/26/2024,30,7,7/9/2023,7/26/2024,,
STU440,Free,null,null,FALSE,1/7/2024,30,6,11/7/2023,1/7/2024,,
STU441,Free,null,null,FALSE,8/15/2024,37,7,7/18/2022,8/15/2024,,
STU442,Premium,2/12/2023,null,FALSE,12/18/2024,38,6,11/13/2023,12/18/2024,2/12/2023,
STU443,Premium,9/25/2023,null,FALSE,12/14/2024,9,2,1/28/2022,12/14/2024,9/25/2023,
STU444,Basic,9/4/2023,null,FALSE,9/8/2023,34,9,3/18/2023,9/8/2023,9/4/2023,
STU445,Free,null,null,FALSE,10/24/2024,33,2,1/26/2023,10/24/2024,,
STU446,Premium,11/15/2023,null,FALSE,11/13/2024,12,1,7/11/2023,11/13/2024,11/15/2023,
STU447,Free,null,null,FALSE,8/29/2024,31,9,7/10/2023,8/29/2024,,
STU448,Premium,2/10/2022,null,FALSE,7/12/2024,30,6,9/24/2022,7/12/2024,2/10/2022,
STU449,Free,null,null,FALSE,11/24/2024,38,6,8/28/2023,11/24/2024,,
STU450,Basic,3/22/2023,null,FALSE,7/22/2023,43,8,2/28/2023,7/22/2023,3/22/2023,
STU451,Free,null,null,FALSE,10/13/2024,28,7,10/6/2022,10/13/2024,,
STU452,Free,null,null,FALSE,7/13/2024,33,9,1/8/2022,7/13/2024,,
STU453,Basic,10/6/2023,null,FALSE,10/10/2023,36,8,5/19/2023,10/10/2023,10/6/2023,
STU454,Basic,12/30/2022,null,FALSE,1/5/2023,28,9,8/12/2022,1/5/2023,12/30/2022,
STU455,Premium,5/10/2023,null,FALSE,12/18/2024,43,7,9/24/2023,12/18/2024,5/10/2023,
STU456,Premium,1/23/2022,null,FALSE,7/12/2024,28,9,1/15/2022,7/12/2024,1/23/2022,
STU457,Free,null,null,FALSE,8/19/2024,32,7,7/4/2022,8/19/2024,,
STU458,Premium,1/24/2022,null,FALSE,8/12/2024,33,7,12/3/2022,8/12/2024,1/24/2022,
STU459,Free,null,null,FALSE,8/10/2024,33,8,7/11/2022,8/10/2024,,
STU460,Premium,3/26/2023,null,FALSE,5/12/2024,37,8,5/27/2023,5/12/2024,3/26/2023,
STU461,Basic,5/5/2023,null,FALSE,4/9/2023,34,6,4/13/2023,4/9/2023,5/5/2023,
STU462,Free,null,null,FALSE,10/24/2024,31,8,5/20/2023,10/24/2024,,
STU463,Basic,5/6/2023,null,FALSE,5/10/2023,41,4,5/14/2023,5/10/2023,5/6/2023,
STU464,Free,null,null,FALSE,1/10/2024,13,1,4/15/2023,1/10/2024,,
STU465,Free,null,null,FALSE,8/18/2024,37,8,5/22/2022,8/18/2024,,
STU466,Premium,9/26/2023,null,FALSE,12/11/2024,38,9,1/16/2022,12/11/2024,9/26/2023,
STU467,Basic,11/8/2023,null,FALSE,11/12/2023,37,6,7/20/2023,11/12/2023,11/8/2023,
STU468,Free,null,null,FALSE,8/22/2024,29,8,9/1/2023,8/22/2024,,
STU469,Free,null,null,FALSE,1/12/2024,31,7,11/13/2023,1/12/2024,,
STU470,Free,null,null,FALSE,8/19/2024,36,7,1/28/2022,8/19/2024,,
STU471,Premium,3/14/2023,null,FALSE,11/30/2024,37,7,5/2/2022,11/30/2024,3/14/2023,
STU472,Free,null,null,FALSE,8/18/2024,35,7,7/11/2023,8/18/2024,,
STU473,Free,null,null,FALSE,11/21/2024,32,9,9/24/2022,11/21/2024,,
STU474,Free,null,null,FALSE,6/24/2024,33,7,9/24/2023,6/24/2024,,
STU475,Free,null,null,FALSE,7/7/2024,29,9,1/15/2022,7/7/2024,,
STU476,Premium,10/5/2022,null,FALSE,11/28/2024,39,9,4/22/2023,11/28/2024,10/5/2022,
STU477,Basic,2/17/2023,null,FALSE,6/19/2023,43,7,6/2/2024,6/19/2023,2/17/2023,
STU478,Free,null,null,FALSE,6/10/2024,41,7,12/3/2022,6/10/2024,,
STU479,Free,null,null,FALSE,4/10/2024,40,9,5/27/2023,4/10/2024,,
STU480,Free,null,null,FALSE,7/26/2024,42,8,1/16/2022,7/26/2024,,
STU481,Free,null,null,FALSE,9/18/2024,42,9,5/2/2022,9/18/2024,,
STU482,Free,null,null,FALSE,6/13/2024,37,7,4/22/2023,6/13/2024,,
STU483,Free,null,null,FALSE,10/14/2024,37,9,7/4/2022,10/14/2024,,
STU484,Free,null,null,FALSE,8/17/2024,31,7,2/2/2022,8/17/2024,,
STU485,Free,null,null,FALSE,10/26/2024,31,8,10/31/2023,10/26/2024,,
STU486,Free,null,null,FALSE,6/18/2024,38,7,12/15/2022,6/18/2024,,
STU487,Free,null,null,FALSE,10/20/2024,30,9,9/26/2022,10/20/2024,,
STU488,Free,null,null,FALSE,9/8/2024,35,9,8/22/2023,9/8/2024,,
STU489,Free,null,null,FALSE,6/27/2024,30,8,7/13/2023,6/27/2024,,
STU490,Free,null,null,FALSE,7/19/2024,33,7,3/9/2023,7/19/2024,,
STU491,Free,null,null,FALSE,12/7/2024,41,7,7/21/2023,12/7/2024,,
STU492,Free,null,null,FALSE,7/26/2024,40,8,9/25/2023,7/26/2024,,
STU493,Free,null,null,FALSE,11/24/2024,37,8,9/10/2023,11/24/2024,,
STU494,Free,null,null,FALSE,1/8/2024,36,8,8/13/2022,1/8/2024,,
STU495,Free,null,null,FALSE,7/8/2024,38,7,4/15/2023,7/8/2024,,
STU496,Free,null,null,FALSE,6/18/2024,31,7,2/14/2023,6/18/2024,,
STU497,Free,null,null,FALSE,12/11/2024,39,7,3/30/2023,12/11/2024,,
STU498,Free,null,null,FALSE,5/7/2024,35,7,8/29/2022,5/7/2024,,
STU499,Free,null,null,FALSE,2/7/2024,42,9,3/22/2023,2/7/2024,,
STU500,Free,null,null,FALSE,11/15/2024,32,7,5/24/2022,11/15/2024,,
